time,x
20.741999999,-0.00998833705707626
20.841999999,-0.01064787394279891
20.942,-0.011151308654698627
21.042,-0.011501672742093854
21.142,-0.0118212673549354
21.242,-0.012027508483518565
21.342,-0.012188220060004102
21.442,-0.012443070506456598
21.542,-0.012742802735618576
21.642,-0.013157734375037118
21.742,-0.013575160398732498
21.842,-0.01370791807391849
21.942,-0.013615036280783643
22.042,-0.013475421547020085
22.142,-0.013513539138400529
22.242,-0.013735423191998664
22.342,-0.013832139244491464
22.442,-0.01378615284209982
22.542,-0.01376533610623119
22.642,-0.013750617740145897
22.742,-0.01377653761951759
22.842,-0.013876785305788349
22.942,-0.013880904648988847
23.042,-0.013577061472501912
23.142,-0.013056587856533158
23.242,-0.012512946524308604
23.342,-0.012007496495081552
23.442,-0.011698561116975294
23.542,-0.011564306413826957
23.642,-0.011501392731368758
23.742,-0.011555146062057821
23.842,-0.011603890699537189
23.942,-0.011439555531979876
24.042,-0.011099594994238873
24.142,-0.010716347289806336
24.242,-0.010297987881279577
24.342,-0.009786675642793013
24.442,-0.009129387094296476
24.542,-0.008513067142334527
24.642,-0.008023455347537534
24.742,-0.007450215243648383
24.842,-0.006861078596122031
24.942,-0.006403309796260548
25.042,-0.006019933256702166
25.142,-0.005658641197284589
25.242,-0.005353220267766397
25.342,-0.005118298152123547
25.442,-0.004833235257383226
25.542,-0.004376782890768675
25.642,-0.0038295706080318775
25.742,-0.0033069724101133695
25.842,-0.002855381160898236
25.942,-0.002553765797580204
26.042,-0.0023609546232350627
26.142,-0.00227507434408401
26.242,-0.002364603845252913
26.342,-0.0025160202597289696
26.442,-0.0025515756295936844
26.542,-0.002400992935994878
26.642,-0.0021044691150306606
26.742,-0.0017822909675370368
26.842,-0.0015563005031484839
26.942,-0.0014292113455462755
27.042,-0.0014324448942438417
27.142,-0.0016699992106972094
27.242,-0.002093836031504066
27.342,-0.0025248858243384726
27.442,-0.0028721168166552357
27.542,-0.003115651520756958
27.642,-0.003250225619901145
27.742,-0.0033634661092038377
27.842,-0.0034914237502516442
27.942,-0.0037019846987821556
28.042,-0.004145254251560306
28.142,-0.004765942362803985
28.242,-0.0054500472533826165
28.342,-0.0061318874231074206
28.442,-0.006654553859629023
28.542,-0.006914268256676792
28.642,-0.006938989654040199
28.742,-0.006831976396965623
28.842,-0.0066879659987855895
28.942,-0.006507444471127983
29.042,-0.006269655449827235
29.142,-0.006038579385717914
29.242,-0.005874360671345446
29.342,-0.0057243987066799285
29.442,-0.005613464235189738
29.542,-0.00558906502859159
29.642,-0.005556536095633505
29.742,-0.0055408442951031395
29.842,-0.0056181176941858275
29.942,-0.005695430122809172
30.042,-0.005719843649241501
30.142,-0.005747551510806771
30.242,-0.005812421711899887
30.342,-0.005927737767130665
30.442,-0.0060611740554777915
30.542,-0.006105498469564047
30.642,-0.006081925536910755
30.742,-0.00609000828967768
30.842,-0.006133495136558959
30.942,-0.006239106029018337
31.042,-0.006411112406941354
31.142,-0.006542073689923107
31.242,-0.006574173922454693
31.342,-0.0065239206802876525
31.442,-0.0063332829201329256
31.542,-0.006053987799063613
31.642,-0.005812054185044861
31.742,-0.005544199814976994
31.842,-0.005334103360215779
31.942,-0.005330513541203971
32.042,-0.005394285919111303
32.142,-0.005521306951361599
32.242,-0.005774224242333157
32.342,-0.005981875899042945
32.442,-0.006046330970691726
32.542,-0.006046315790696425
32.642,-0.0060884704301021495
32.742,-0.006338293348045042
32.842,-0.006771926841655503
32.942,-0.007133323725158578
33.042,-0.00732200947008358
33.142,-0.007280231424947728
33.242,-0.007088221948373759
33.342,-0.006941299408209877
33.442,-0.006909021351047654
33.542,-0.007133022646905996
33.642,-0.007812097071717299
33.742,-0.008907485480966362
33.842,-0.01010748201843353
33.942,-0.011102847927785195
34.042,-0.011671894852221159
34.142,-0.011876723328878363
34.242,-0.011923473834703513
34.342,-0.011799094228929968
34.442,-0.011587705230813662
34.542,-0.011434250914924629
34.642,-0.011378545791374964
34.742,-0.011458952660102687
34.842,-0.011582173201338987
34.942,-0.011603521722691813
35.042,-0.01147617002001926
35.142,-0.011158216559110362
35.242,-0.010741596776354695
35.342,-0.01043394896301743
35.442,-0.01019529580972027
35.542,-0.010005658578550743
35.642,-0.01007878978193124
35.742,-0.010412710244224714
35.842,-0.010837941187274026
35.942,-0.011216723890451523
36.042,-0.011377527536898928
36.142,-0.011337729254337955
36.242,-0.011221588006356375
36.342,-0.01102466176332324
36.442,-0.010880826309955125
36.542,-0.01106403583402124
36.642,-0.011628309560888906
36.742,-0.01240766579023163
36.842,-0.013088058543557475
36.942,-0.013493478066333555
37.042,-0.01384100257981075
37.142,-0.01422929898807014
37.242,-0.01448866995334247
37.342,-0.014636500493029378
37.442,-0.01480139582025771
37.542,-0.014937071611418058
37.642,-0.01506590730065308
37.742,-0.015302867172202517
37.842,-0.015647784926609037
37.942,-0.01609718174031171
38.042,-0.016510212803592446
38.142,-0.01669359183715477
38.242,-0.01673453585061617
38.342,-0.016821675340388795
38.442,-0.016976129995265585
38.542,-0.01715478519660487
38.642,-0.017347748849496573
38.742,-0.01752872760465126
38.842,-0.017711100207626188
38.942,-0.017827943329794354
39.042,-0.01772582298957378
39.142,-0.017435695464253602
39.242,-0.01709949077566787
39.342,-0.016804756795039726
39.442,-0.016554754688139023
39.542,-0.016292399300412385
39.642,-0.01604942342784135
39.742,-0.01594768400411757
39.842,-0.01595221481373715
39.942,-0.015933450700707806
40.042,-0.015844043588675156
40.142,-0.015608121843781879
40.242,-0.015240364657410401
40.342,-0.014828132170652611
40.442,-0.014390314107740323
40.542,-0.01394733759393373
40.642,-0.013545473912460138
40.742,-0.013279229509294268
40.842,-0.013183901016460369
40.942,-0.013157427225583499
41.042,-0.013056284777084839
41.142,-0.01295834239562801
41.242,-0.01303662690593803
41.342,-0.013253858275504122
41.442,-0.013575378174921368
41.542,-0.013992180884760345
41.642,-0.014449345687293712
41.742,-0.014871011350996272
41.842,-0.015157235221328058
41.942,-0.015420961115523617
42.042,-0.01575645372602289
42.142,-0.016022437317275984
42.242,-0.016240085643356675
42.342,-0.016451735803320947
42.442,-0.016565485726777716
42.542,-0.016646254313479582
42.642,-0.016773069383736045
42.742,-0.01686617812144907
42.842,-0.01694945821544659
42.942,-0.017066409984307675
43.042,-0.01714956448611418
43.142,-0.01721635244397776
43.242,-0.01729091675781095
43.342,-0.01745469089483195
43.442,-0.017720092643451545
43.542,-0.017806516294642288
43.642,-0.017603031190020182
43.742,-0.017200019981735256
43.842,-0.016701756846525924
43.942,-0.01634660100635707
44.042,-0.016173633946577295
44.142,-0.016131725149981208
44.242,-0.016250775909074595
44.342,-0.01640740270812606
44.442,-0.0164943593653485
44.542,-0.016498824524853538
44.642,-0.016354548705424167
44.742,-0.01606505709513713
44.842,-0.015728119660936797
44.942,-0.015339485837649092
45.042,-0.014983022320188978
45.142,-0.0147427564848532
45.242,-0.0145161209106659
45.342,-0.014276483406240653
45.442,-0.013944263570667114
45.542,-0.013386813684006345
45.642,-0.012662608402876313
45.742,-0.01180341471889869
45.842,-0.010847006256763977
45.942,-0.010022467808286471
46.042,-0.009359406184348391
46.142,-0.00877712545722362
46.242,-0.0084452168463971
46.342,-0.00835213925958217
46.442,-0.008267993719238979
46.542,-0.008057099219832869
46.642,-0.007640437044910517
46.742,-0.007144451291039799
46.842,-0.00679773279692242
46.942,-0.006584408610679742
47.042,-0.006499604683917535
47.142,-0.006613544585919107
47.242,-0.006729181212011355
47.342,-0.0066748286269108946
47.442,-0.006485681305796461
47.542,-0.006163841766424706
47.642,-0.005805967898648
47.742,-0.0054949419998987685
47.842,-0.00518582019407271
47.942,-0.004957912738764785
48.042,-0.004857608581277309
48.142,-0.004817228028426944
48.242,-0.004847993733567253
48.342,-0.004877527131428478
48.442,-0.004785214473362572
48.542,-0.004581525917763765
48.642,-0.004186478444380298
48.742,-0.0036530141191556623
48.842,-0.0032134249225729775
48.942,-0.0028541047881735387
49.042,-0.002633675248380275
49.142,-0.0028009900242140268
49.242,-0.003248011331274921
49.342,-0.0035952021802826977
49.442,-0.003719195341987463
49.542,-0.0036753764430513783
49.642,-0.003657763310225309
49.742,-0.003866068951900216
49.842,-0.004175952860667928
49.942,-0.004509706220542845
50.042,-0.004911596902284919
50.142,-0.0053689382723603575
50.242,-0.0059361047598749
50.342,-0.006652081889046151
50.442,-0.007282615533894318
50.542,-0.00761576083162087
50.642,-0.007792123008992164
50.742,-0.007973646783273534
50.842,-0.008203753749978969
50.942,-0.008499194277665429
51.042,-0.008801960981388864
51.142,-0.009084355826563235
51.242,-0.009416990862094458
51.342,-0.009734333336256151
51.442,-0.00998638944461475
51.542,-0.010220344595106871
51.642,-0.0103413952445932
51.742,-0.010334141765417231
51.842,-0.010318524742313859
51.942,-0.010265663711905968
52.042,-0.01016714599922942
52.142,-0.010141865175225228
52.242,-0.010179849416357056
52.342,-0.010202892674731226
52.442,-0.010220688334929109
52.542,-0.010179050609847834
52.642,-0.010052259566618425
52.742,-0.0099391875237248
52.842,-0.009766226266797922
52.942,-0.00943763103543784
53.042,-0.009029203435661874
53.142,-0.00853795560575261
53.242,-0.007978525722277337
53.342,-0.007555827656360141
53.442,-0.007320835766608814
53.542,-0.007210256613320971
53.642,-0.007264847821367831
53.742,-0.0073567277414050185
53.842,-0.00739180726752294
53.942,-0.007424465584979788
54.042,-0.0074107497024723966
54.142,-0.007343508704182568
54.242,-0.007275973804492499
54.342,-0.007157584413088179
54.442,-0.006939629337818303
54.542,-0.006759596604734288
54.642,-0.006792291272450409
54.742,-0.007156805849161559
54.842,-0.007779645687902448
54.942,-0.008430625646261097
55.042,-0.008948180015018587
55.142,-0.009273583298822455
55.242,-0.009570505852367803
55.342,-0.009971247511648835
55.442,-0.010303124725325904
55.542,-0.010470371903028247
55.642,-0.010710764300305214
55.742,-0.011108897725758574
55.842,-0.01156768141054736
55.942,-0.012074923686430797
56.042,-0.012454428045683294
56.142,-0.012607209739500651
56.242,-0.012603576619845049
56.342,-0.012475628375551195
56.442,-0.012236822554477283
56.542,-0.011941391195978807
56.642,-0.011705636757957057
56.742,-0.011509390932819531
56.842,-0.011345669815989775
